    0.508346378803253174E+00    0.703488230705261230E+00    0.895251512527465820E+00    0.222157716751098633E+00    0.437996268272399902E+00    0.361651778221130371E-01    0.919579386711120605E+00    0.950871765613555908E+00    0.827498376369476318E+00    0.992294609546661377E+00   -0.242121411447571937E+02   -0.110381984182096375E+03    0.395252516672997235-322
    0.833571553230285645E+00    0.907731354236602783E+00    0.627256691455841064E+00    0.203539848327636719E+00    0.290959239006042480E+00    0.227282226085662842E+00    0.908821523189544678E+00    0.137442529201507568E+00    0.345920026302337646E+00    0.237952113151550293E+00    0.000000000000000000E+00    0.362861280255061566-311    0.395252516672997235-322
    0.307550370693206787E+00    0.340024113655090332E+00    0.219102382659912109E+00    0.258480608463287354E+00    0.351143896579742432E+00    0.166163861751556396E+00    0.714900016784667969E+00    0.805594682693481445E+00    0.628000915050506592E+00    0.997777640819549561E+00   -0.242121411447571937E+02   -0.110381984182096375E+03    0.395252516672997235-322
    0.507030367851257324E+00    0.623326301574707031E-01    0.340713143348693848E+00    0.539316534996032715E-01    0.910499155521392822E+00    0.716612279415130615E+00    0.608469247817993164E+00    0.333192825317382812E+00    0.157077252864837646E+00    0.869618058204650879E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.395252516672997235-322
    0.650962054729461670E+00    0.594144523143768311E+00    0.472821056842803955E+00    0.837820708751678467E+00    0.332867383956909180E+00    0.706236422061920166E+00    0.557098388671875000E+00    0.684165954589843750E-02    0.486739754676818848E+00    0.812047064304351807E+00   -0.173794457390270765E+02   -0.881143374422217960E+02    0.395252516672997235-322
    0.619342446327209473E+00    0.451401710510253906E+00    0.706493377685546875E+00    0.599041640758514404E+00    0.999185025691986084E+00    0.430684447288513184E+00    0.296808660030364990E+00    0.195094347000122070E-01    0.647554099559783936E+00    0.468175530433654785E+00    0.584142419401071510-301    0.732088632238008683-310    0.395252516672997235-322
    0.278747081756591797E-02    0.806991934776306152E+00    0.390607118606567383E-01    0.590884327888488770E+00    0.928780734539031982E+00    0.466881513595581055E+00    0.837704062461853027E+00    0.223450660705566406E-01    0.877034127712249756E+00    0.237330317497253418E+00    0.138265634609855367-315    0.107160830349143177-295    0.395252516672997235-322
    0.746002912521362305E+00    0.341224610805511475E+00    0.624023318290710449E+00    0.120813012123107910E+00    0.301803112030029297E+00    0.921329975128173828E+00    0.336475253105163574E+00    0.826611518859863281E-01    0.467047214508056641E+00    0.314409255981445312E+00   -0.162859244449916289E+02   -0.747057103489896974E+02    0.395252516672997235-322
    0.149857223033905029E+00    0.849468171596527100E+00    0.529911398887634277E+00    0.755484700202941895E-01    0.917146325111389160E+00    0.938045382499694824E+00    0.833444595336914062E+00    0.553412139415740967E+00    0.260941803455352783E+00    0.169611573219299316E-01   -0.169163071873784325E+02   -0.947184837085613544E+05    0.395252516672997235-322
    0.872883200645446777E-01    0.838022947311401367E+00    0.658705532550811768E+00    0.368400931358337402E+00    0.899667680263519287E+00    0.450591921806335449E+00    0.280999124050140381E+00    0.286733210086822510E+00    0.199245810508728027E-01    0.521733105182647705E+00    0.402761005052830447-310    0.000000000000000000E+00    0.395252516672997235-322
